iPhone Model,Reviews
Iphone xr,"Great phone. The big switch from android to Apple was made easy with this Xr phone - so intuitive. Best Buy did a great job of moving all my info from my old phone for free and giving me tips about the new phone. Two weeks in and Iâ€™m loving my new phone, especially â€œHeh, Siri,â€ which is great for making hands free calls while driving to anyone in my contact list. Pictures great too."
Iphone xr,"Phones are us.... Great job by Best Buy staff. They were professional, courteous, and on task. We needed an upgrade on phones and they transitioned us quickly and competently. The only time consumer was transferring info from the old phone to the new phone (which is a normal timely procedure). The update was smooth and seamless. Hats off for a job well done."
Iphone xr,"So much screen. I love the size. Great in between size from the xs and xs max. Love how quick it is. The battery lasts almost twice as long as my 7 did. That alone is worth the upgrade. Screen resolution is great and the bezel isnâ€™t as bad as people made it sound. With a 128 gig, I have room for all the movies I want now too."
Iphone xr,great $ for an iphone. My last I phone was almost 5 yrs old & the battery was starting to go. After researching I decided on the XR as I use my phone primarily as a Phone & I am not a gamer. It was easy to transition to & the screen is larger but I am still able to carry it in my pockets. The $ was the most reasonable.
Iphone xr,Great phone. I had an iPhone 6s before and it was great but I really love this phone. I wanted to upgrade and I'm very happy that I waited for this phone. I can't get into all the technical stuff but the camera is great for the amount I use it and the battery is a huge upgrade from my 6s.
Iphone xr,"very intuitive. I have liked this phone so far. A lot of options, many I have not fully explored yet. I'm happy with the camera and especially like the screen size. The heavier device takes a bit of getting used to but well worth the trade off for amazing battery life."
Iphone xr,"XR is a great phone. I upgraded from an iPhone 7; the improvements are many. The processing speed and increase in screen size are most significant for me. Wireless charging is great too. 

Best Buyâ€™s experienced consultants were very helpful with the sale."
Iphone xr,Awesome new iPhone. The new iPhone XR was worth the wait! The phone is amazing and it's quite a bit better priced than the Xs or XsMax. Not everyone wants to make movies with their phones and this was the highlight of the new line of iphones. It was worth the wait.
Iphone xr,Great phone for the lower price! I have a XS Max for personal use and bought this XR for business use. Iâ€™m not finding much difference between the two considering the XR is less expensive. I think the XR is a great value if youâ€™re an Apple fan like me.
Iphone xr,"Wife loves it. I got this phone to upgrade my wife's 6S. So far she really likes it. The size is not too big, but it is bigger than the 6S. Face recognition works well. The camera is great. iOS works well and is really fast."
Iphone xr,"love the phone. I took the XR as an upgrade from my trusted 5s. It is a great upgrade. I love the facial recognition and the size. I was worried it would be bulky since I was used to the 5s, but I have enjoyed it."
Iphone xr,"Happy Wife. I upgraded my wife's iPhone SE to this larger to hold, XR. She is still getting used to not having the home button, but she admits that she does love having a larger screen."
Iphone xr,"Great iPhone! I just upgraded my iPhone 7 to the iPhone XR and I am pretty happy with it. My only complaint is that I didnâ€™t realize this model only had portrait mode for people, but thatâ€™s on me."
Iphone xr,"upgraded new iPhone XR RED. so happy i switch from Sprint to Verizon, good deal when i did it, I got a very special deal on the day when i purchased , buy 1 and get 1 free. Also free activation."
Iphone xr,Who needs an XS? Upgraded from a 6s. Larger screen makes a difference! Not missing my 6s nor wish I had gotten a XS which is a lot more!
Iphone xr,"Purchased for my sister. I bought this phone for myself and after speaking with the Best Buy representative, decided to buy one for my sister too. She is very pleased with the purchase."
Iphone xr,So far so good. I am 70 years old and upgraded from an iPhone 5. I was concerned that I would have trouble adjusting and figuring out a newer technology. So far so good.
iphone xr,"Love my IPhone XR. I walked into Best Buy with the intention of upgrading from a 6s Plus to the 8 Plus. So glad I went with this phone! It didnâ€™t cost much more than the 8 Plus and has so many features, which I am still learning. I didnâ€™t realize they came out the same day as I went into the store which was just several days ago. This phone is just more affordable than the XS or XS Max.
Itâ€™s different with no home button and swiping up to get my apps and such, but really it didnâ€™t take me long to get used to it. I just love the Face ID as well. I did use the Passcode at times on the 6s Plus, but it wasnâ€™t always convenient to do that. Now I just look at my phone, and I can keep Face ID on all the time. Love the color blue as well, and have it in a clear case to show it off. The battery lasts longer that my old phone too, which is a big plus. I havenâ€™t gotten into the portraits mode of the photos as yet. There is just so much to learn!"
iphone xr,"Great Phone with Some Small Issues.  My fiance is very happy with this phone, although for her it is a bit big and difficult to handle. This is not entirely due to the size but also the material being in her opinion rather slippery. This can be solved by a case, but that also adds additional heft to the phone. Although this is certainly a personal preference, comfort when using the device is important. 

For me, the screen is a bit compromised when compared to other phones at this level and the lower resolution is clear to me, but completely unrecognized by my fiance. If you are someone who doesn't easily notice differences in resolution, this may not matter to you at all. 

Overall the phone is fast and the cameras are excellent. In day to day use, my fiance is very happy with the iPhone XR.
"
iphone xr,"Solid phone without the Xs price. I moved from the iphone 6 to the XR because I did not want to pay the price of the Xs. Glad I did. The phone is easy to handle very responsive and the speed is great. I thought moving to this phone would be a big adjustment, size wise, but with the full screen Apple was able to make a bigger screen without increasing the phone size very much. Also, impressed with the camera
"
iphone xr,"Much better than I thought! Awesome phone! The bezel is barely different from the XS if you ask me. The screen resolution is awesome. That I truly believe you donâ€™t really see a difference compared to the oled plus itâ€™s plenty cheaper. Plus, thereâ€™s colors to choose from. This is like a neon salmon in real life. Great phone though! Speaker seams louder and battery lasts forever!
"
iphone xr,"Typical iPhone. I don't call it typical in a bad way. Typical in that it's exactly what you think the iPhone should be. I love that the screen is bigger than my 8+ but the phone is smaller. Don't miss the home button, but I do occasionally miss 3D touch. Not enough to consider knocking a star off obviously. Definitely worth the upgrade if you want some of the new tech."
iphone xr,"Good phone, but keeps turning on randomly. I clicked to review this phone and ended up incorrectly reviewing a video. Best Buy worked hard to help me with my phone, but Verizon screwed up everything on their end. The phone is good but screen sensitivity is annoying. Apple should never have omitted the fingerprint recognition on/off button like on the series 7 &8 phones, because I don't want to use facial recognition."
iphone xr,"So far, awesome. The iPhone XR is great so far. No complaints at all. The Best Buy team in Nampa is great. Weâ€™ve used them for years, and the experience has been great every time. There are a few crew members we remember over the years, but donâ€™t remember the names exactly. We just got the apple watches too, and they are too cool. Great products, sold by people who know their stuff...."
iphone xr,"My Mom Loves it. Got this phone for my mom, she was a an android user, but loves her new phone. Sheâ€™s able to use it with ease without asking me a million questions on how to do something. Screen is bigger than my Xs, but good for her as sheâ€™s able to see her screen much better. This phone is definitely user friendly."
iphone xr,"This is the most excellent phone I've owned... =). Apple, you have done it again... The new iPhone xR is simply perfection. I am in love with my new device and my entire spiritual health has increased... Seriously... Apple productsd will enhance the spirit of man, should man choose to make the correct choice... Thanks Best Buy and Apple!"
iphone xr,"Love it. Initially, I was lost without the home button. After watching the intro video, itâ€™s all self-explanatory and works SO well. I love the size. I can see more at once. Itâ€™s slightly heavier than my 6S, but so clear and intuitive. I love it!"
iphone xr,"The newest iPhone XR. I had My husband upgrade from his 7 s and he is always apprehensive about learning a new device the staff in the mobile dept are so helpful , patient and supportive. My husband is now loving his new device. What can I say apple has done it again!"
iphone xr,"Everything I need! I replaced an iPhone 7 Plus with the Xr. Although I gave up the zoom lens, the large, clear screen in a smaller frame and the speed of the phone more than make up for the loss of the lens. Yes, it's still expensive, but you get what you pay for"
iphone xr,iPhone XR. Took some getting used to with no home button but absolutely LOVE the face recognition feature! It's a bit heavier than I thought but an absolutely incredible phone! The best one yet of the iPhones!
iphone xr,Great Phone. Upgraded from my IPhone 7 and this was a welcome suprise! Great phone and exceptional battery life. I spend 8am-8pm some days at school and work and I get home with over half my battery.
iphone xr,"Best phone i have ever owned. Waited 5 years for this. Replaced my iphone 5, well worth the wait. Only thing that takes some getting use to is the larger size. Doesn't fit in pocket like the 5."
iphone xr,6 to XR. Made the jump from a 6 to XR. Easy to maintain workflow so I didnâ€™t have to re-learn too much. Photo quality is improved. Battery life is great. Vibrate settings were better on the 6.
iphone xr,Nice camera and battery life. XR pricing is a little better than some other new I-phones. BOGO deal is nice if adding a line. Camera and battery life is a plus with this phone. Good I-phone quality.
iphone xr,Love this phone. Love this phone! I had an iPhone 6 that was losing charge and was very annoying. You all had a special buy one get one free and it worked out great for me! Itâ€™s an awesome phone
iphone xr,Great phone. upgraded mom from iphone6s and she loves it as much as I love it. Our FaceTime is much clearer. Great budget iPhone for an older person that don't need those extras.
iphone xr,Pretty cool phone! The phone itself is pretty cool. I love how itâ€™s all screen! The camera is really close up though. And after you take a selfie the picture is really blotchy.
iphone xr,"Like being able to increase type size for easier r. Like some of the added features for navigating between different screens or apps. Would be nice to have an instruction book to figure out some of the new features.

"
iphone xr,"Good enough to get me to switch. Well made construction and super responsive, loaded with lots of features and I love the applepay app. Vivid colors to choose from"
iphone xr,"upgraded iPhoneXR. Got a good deal in Best buy when switching from Sprint to Verizon, buy 1 and get 1 free, plus free activation. Better reception and better network than sprint."
iphone xr,"Worth it.Great phone, faster and better quality than the 6s I upgraded from. Canâ€™t notice a difference from the Xs and this one is cheaper."
iphone xr,Excellent phone. I really like the phone compared to my old 6s. The one thing I find a little difficult is not having the home button
iphone xr,Happy kid! My son is really with his new phone. The screen size is great and the quality of the pictures is also great.
iphone xr,"Excellent. We've had these phones for 2 weeks now, and love them. As always, the Nampa Best Buy crew was awesome too."
iphone xr,Great phone for the price. The battery life of excellent and lasts longer than any previous iPhone I have had. Camera is excellent too
iphone xr,Great phone. Upgraded from iPhone 7 and love the size of the phone. The screen is great and feels like top quality
iphone xr,It's really nice. I left apple for the s9+ after a few I missed apple and this phone filled that void easily itâ€™s great
iphone xr,Awesome phone. I needed a new I phone and after comparing phones I bought the XR and I love it. No home button. Easy to use and the camera takes extremely good pictures.
iphone xr,"Great phone. I really like the improvements when I went from my iPhone 6s to the Xr. Great battery life, excellent camera and love the facial recognition."
iphone xr,Great phone. Love this phone for its ease of us. The picture taken are clear and vibrant and the battery definitely lasts much longer than my old iPhone 6S. Very satisfied.
iphone xr,"wife's new iphone. updated my wife from 5E, she loves this phone, before she wanted small iphone, but the features and battery life of this one sold her."
iphone xr,"Great phone. I'm not one to have the latest and greatest especially when it comes to technology. However, I'm glad I made an exception this time."
iphone xr,Great. I added a line for a family member who is used to iPhones and she loves it. Her work phone is an iPhone 6 so quite an update for her.
iphone xr,"Perfect Size. It's only been a couple of weeks but so far so good. It has the perfect fit for me, I am 6'2"".

The screen is clean and crisp."
iphone xr,"Former 6s owner. This phone is a game changer. Longer battery, amazing pictures, faster processing, etc. there are bugs but Iâ€™m sure itâ€™ll get worked out."
iphone xr,Met all expectations.
iphone xr,Great camera i-phone quality. Enjoy using the phone with the zoom camera and love the color white. Battery life is great compared to older I6
iphone xr,Everything works great. We are one week into this phone. Everything works great. It would be even better if it were a bit smaller.
iphone xr,happy with my new iPhone XR. this phone has a cool face recognition feature that makes it unique to the others. I really like it.
iphone xr,Love it. Love this phone. Great camera. Didn't notice much of a difference between this and the iphone xs.
iphone xr,LOVE IT! What is there not to like about this Phone? the Quality and color out performs the others..
iphone xr,Great phone. Itâ€™s actually a great phone and simple to use. I love how Apple does a great job with the iPhone.
iphone xr,It's an ok phone. I am not really wowed with this phone at all . But it is definitely a step up from my 6s plus .
iphone xr,"Love it. My wife loves her new Apple iPhone XR, it's a big step up from the Apple iPhone 6s!!!"
iphone xr,"Wonderful. So nice to not have to delete apps for storage. Easy on the eyes, fast, intuitive."
iphone xr,iPhone.Love this phone so far. The camera is great and I love the different colors to choose from.
iphone xr,"Like the bigger screen! Real easy to use , like not having the home button and face recognition !"
iphone xr,New iPhone Xr. Big upgrade from my iPhone 6 - much better battery life - like the facial recognition
iphone xr,Great Phone. So glad I bought it. Fast and easy to use. Though a little bigger than I like it.
iphone xr,"Good Phone. Replacement phone 
Was a good deal 
They did a great job setting up the phone"
iphone xr,Nice phone. We are about a week into this phone. Everything works great. Nice color!
iphone xr,Good phone. I am happy with all of the apple products I have purchase from Best Buy
iphone xr,Keeping current to what the customer wants. Not often do you get what you want when you want in your exact favorite color!
iphone xr,Nice phone. I like a lot of the features of the XR better than the 6S Plus I traded in.
iphone xr,beginners iphone. good phone for being a entry level iphone it has a lot of features
iphone xr,amazing new phone. easy to navigate and amazing picture. what an upgrade!
iphone xr,Best New Iphone. Best new iphone and great price for performance. Buy with confidence.
iphone xr,My son loves this model. This was a gift to my middle school son and he absolutely loves it!
iphone xr,Great Phone. My daughter loves the camera on this phone. Upgraded from iPhone 7
iphone xr,Nice Phone. Great price for the phone. The colors are a great addition.
iphone xr,Awesome. The phone is great and does exactly what itâ€™s suppose to do
iphone xr,New IPhone. Coral Red is a pretty cool color. The camera is awesome.
iphone xr,"Great purchase, works well. Great purchase, works well, love my phone, everything I need!"
iphone xr,nice. overall good phone for price and like the selection of colors
iphone xr,so far so good. Enjoying the new Iphone XR a bit big but easy to see
iphone xr,"Fast. Fast changing between apps, and fast phone start up"
iphone xr,Great Phone. Another great product by Apple. Easy to use. Well done!
iphone xr,Great Phone. My son loves this phone. Bigger screen for game play.
