iPhone Model,Reviews
iPhone 8,"Worked perfectly.Ordered “Like New”, unlocked 256gb iPhone 8 from meow-tronics. Came without the original box, as described, with an original Apple charging block and cable. Phone had some barely noticeable wear on the corner of the screen, but is otherwise perfect. Worked fine when I transferred my SIM card from iPhone SE on MetroPCS. Definitely would recommend buying from this seller."
iPhone 8,"I bought an iphone 8 that clearly says fully unlocked and I got a blocked phone, I am now out of the USA and I have tried to send the equipment and it has become impossible, I am not at all happy or satisfied, this purchase is a disaster, I can do?"
iPhone 8,great phone
iPhone 8,One Star. Paid $1000 for an iPhone 8 because it claimed fully unlocked but the phone was sim locked!!!!
iPhone 8,nice.I like it
iPhone 8,"Four Stars.Phone is doing great, i’m satisfied."
iPhone 8,Five Stars.It worked just perfect!
iPhone 8,I received a fake iPhone!
iPhone 8,Five Stars.Works great
iPhone 8,We purchased this used in excellent condition and it was definitely an excellent condition and is working great. We have never had a problem with buying iPhones from Amazon.
iPhone 8,Five Stars. It was exactly as I expected.
iPhone 8,Five Stars.Very good
iPhone 8,Five Stars.Thumbs up!
iPhone 8,Five Stars.Good stuff!! Authentic one and having all official support from Apple!
iPhone 8,Five Stars. Thanks
iPhone 8,Five Stars. Great!
iPhone 8,Five Stars. Great phone!
iPhone 8,amazing phone seller overpriced!
iPhone 8,"Amazing phone but the seller charges $30 more than the Apple store just go there to get it plus the warranty is better and you can always add Apple care if you choose!
make sure to follow if you find reviews like this helpful!"
iPhone 8,"zero. hi sr. my iphone 8 suddenly restart when i play in facebook, instagram, and my camera doesn't work"
iPhone 8,Five Stars. Arrived on time and as expected
iPhone 8,"iPhone 8 is superior to iPhone X. I originally purchased an iPhone X but after 10 days the novelty wore off, and I switched it for the iPhone 8. Here’s why.

Touch ID on the iPhone 8 is faster and easier to use than Face ID - and enables me to open my phone before it leaves my pocket. I was also worried about the impact of Face ID which beams infrared laser dots into my eyes 30 times a day (10,000 times a year).

I prefer the rectangular screen of the 8 to the one on the X with its curved corners and weird inset.

Best of all, I can orientate my iPhone 8 simply by feeling the touch ID button - even in the dark or in a pocket. I can also see exactly how much battery percentage I have left, and closing apps is a snap compared to the X.

The iPhone 8 is brilliant - it's fast, simple and familiar to use. By comparison, the iPhone X feels gimmicky because its so-called innovations make it harder to use."
iPhone 8,One Star. the phone was not working and it was not unlocking.
iPhone 8,DONT BUY the iphone 8 isnt as water proof as you think i bought one and took it under water following the guidlines for wayer use and my charging isnt working as well and the water can damage the speakers
iPhone 8,One Star. Missing item
iPhone 8,"Wish I hadn't upgraded from 6s. I traded up from a 6s ,and I wished I hadn't.It's constantly freezing.I switch to numerals or caps, and I tap and tap ,nothing happens.Not everytime ,but enough to annoy me.There are a lot of minor inconveniences to numerous to mention.I'm on Sprint ."
iPhone 8,Four Stars. It is what I expected.
iPhone 8,"VOID SCAM. Do not buy, came scratched and got in a boot loop after 2 weeks of using. would never buy again"
iPhone 8,"Constantly updates new features that I cannot turn off or remove. Software update descriptions do not accurately describe new features added to the phone. Initial purchase includes all of Apple's features turned on by default. Just really irritated I have a computer I own and pay the complete price of, and I have no say in what is downloaded unto my phone."
iPhone 8,"i'm commenting just like them. Iphones are reliable and have a nice. I will be sincere. Since there are many Android fans here and nobody removes their worthless reviews, i'm commenting just like them.
Iphones are reliable and have a nice camera. PERIOD."
iPhone 8,Five Stars. Good
iPhone 8,One Star. Bad
iPhone 8,Four Stars. Excellent phone
iPhone 8,Great phone! Excellent purchase. I have Verizon and everything worked great. Much cheaper than brand new!
iPhone 8,Dont buy it espacially from fullfilment because ı bought 810 dollars and pay also register tax to My country but its left speaker doesnt work and when i mentioned this issue to Amazon they dont want to give any refund more than %10
iPhone 8,"Phone has stopped working. Do not buy from this seller, the phone doesn't last. Less than a year and the phone has stopped working. Very disappointed."
iPhone 8,"Original and function product. New and original product, working perfectly. Very satisfied!"
iPhone 8,Beware of fake ones. Received a fake iPhone. No joke. Complete dummy phone.
iPhone 8,IPhone unlocked. The IPhone is fully unlocked
iPhone 8,Five Star. Thumbs up!
iPhone 8,Five Stars. Still using it
iPhone 8,Five Stars. Good quality.
iPhone 8,Five Stars. This is great until I can afford a 10
iPhone 8,Five Stars. Excellent
iPhone 8,doesn't not work. first of all the phone itself looks weird. I'm not sure if it locked or no but it did not work with Verizon
iPhone 8,"This phone is incredibly overpriced. The only reason I purchased it is because it was a gift for a dear friend who had a 5 year old I phone 5 and although these phones tend to give you four years of good usage and be relatively high quality, the price is absolutely ridiculous and id never buy one myself. Id give it two stars if they didnt last as long as they tend to, but id rather keep buying my 100 dollar unlocked Android smartphones from walmart every four years and save myself a ton cash."
iPhone 8,"Died after a month, no support from Apple.After a month of use, it bricked itself overnight. Wouldn't take a charge, wouldn't respond to any input, wouldn't respond to the side button or the hard reset combo. As if that wasn't bad enough, I tried to make an appointment at the local Apple store to get it looked at, they had a TEN DAY wait.

Lesson learned: Don't buy an Apple phone if you want any level of support from the manufacturer."
iPhone 8,"Go for it... It's an apple. Apple the brand name itself reassures u that the product will be worthy of every penny u spend... I am not an applE user yet I have seen alot of my frnds who use apple ... 4 , 5 ,6 ,7 ,8... All of then are proud of owning one , not only proud but also happy to be using one. The performance apple pack is every time 5 years ahead of its competitors . I being an Android user ,  is without doubt unhappy. I find apple the best over any of its leading competitors . They may boast of more gbs, MPs , but u can just simply say it's not an APPLE.  4s can do better than many of the android phones............ If u have the bucks go for apple. Nothing else.... Even it's resale value is great that u can upgrade to the newest apple the next yeaR without much trouble if u r a tech savvy...

Simply go for it.....

Waiting for the day , when I will also buy one.....

Ya maybe A 13s ... "
iPhone 8,"Same Old..same old! Really Apple?! I checked it out and played with it. There is nothing at all “different” about this iPhone then an iPhone 4...from what...2009?
How is this innovation? I don’t understand it. I have owned iPhones, windows phones, and android phones over my life. Android and YEAH WINDOWS phones have MADE HUGE improvements...what the F has Apple done? I’m over Apple and they’re over hyped nonsense phones! Google or windows now! The pixel 2 ...Samsung...and Windows lumia 950 or Hp Elite X3...ALL DESTROY this iphone!
Apples software is outdated...ugly...boring...and behind the times now! Apple needs a complete makeover...and an actual new “THING”...believe me...”one last thing”...it is NOT!!!"
iPhone 8,Total Garbage. Horrible product right out of the box. Going back to Samsung
iPhone 8,Great Quality Product. Thank You! 
iPhone 8,Perfect!
iPhone 8,"Nothing but problems. Nothing but trouble. Now got so hot, it burned my hand. Had insurance . Getting new one"
iPhone 8,Everything was Perfect and as described.
iPhone 8,"Good Purchase.Good product, very clean and like new. I have been using the phone for weeks and it doesn’t have any issues. I am happy with the phone and would recommend the seller"
iPhone 8,Great
iPhone 8,This phone is the best I've ever had and the price is the reason I bought it. Very happy
iPhone 8,"Perfect condition, super fast delivery.
I am very satisfied with this iphone. I could barely tell any sign of usage, and it's indeed unlocked. Also many thanks to Just N Case for the amazingly fast delivery :)"
iPhone 8,"Not happy.
The phone was network locked and not as advertised apart from that it was perfect"
iPhone 8,Light Weight and durable
iPhone XS,"I got the iPhone XS and returned it 3 hrs. later. I'm a filmmaker by trade and thought this could be a breakthrough in filmmaking especially with a high-end 4k camera on board. I got the phone home anxiously opened it up and went to the camera functions right away since that's all I care about, a phone is just a phone otherwise. Well, I shot some 4k footage, looked nice but now I need to see how creative I can get. I looked for the manual shutter speed control, there isn't one. I looked for the manual white balance, there isn't one. I looked. I looked for the manual ISO setting, not there. I looked for the manual aperture setting, doesn't have it. So basically its camera is not intended for any kind of production, it's really a point and shoot. The HDR feature is nice but again, no manual settings. Not production friendly at all. 3 hours later I repacked it and returned it and got the LGV40. Now I'll do a review on that as well but the IPhone XS doesn't even come close to the LGV40 in any shape or form."
iPhone XS,"Stolen item!!! Phone had been reported stolen by AT&T and stopped working. This seller obviously sells incompetent items.
"
iPhone XS,niiiiice. i love it
iPhone XS,"Seriously?Face ID is the worst part of this phone and it ruins the whole experience. There are so many times that fingerprint ID worked and Face ID doesn’t that the overall experience is just significantly less than the 8 was. The Wow of the larger screen/small bezels is short lived once you find out how many different odd ways you have to deal with not having a fingerprint reading Home button. At work I would get a notification on my 8, touch the home button and it was great. Now I get the notification and either have to pick the phone up or hit the screen until the passcode screen appears. With Touch ID I almost never had to enter the passcode and now I have to enter it all day long. If that weren’t annoying enough so many Landscape only apps have to have a white bar across the bottom of the screen to remind you that the only way Home is to swipe that edge. It just seems like they wanted to get rid of the Home button soooo badly that they were forced to make it work. Face ID does work—it’s as good as Windows Hello on my laptop—but it just can’t replace the Home button or Touch ID. It should be an addition to not replacement for. On the plus side—the screen looks great. Would have been great in an 8 with the new processor. Another “plus” is that my cracked back glass is not flaking apart. Gorilla Glass need gorilla glue. No I would not recommend this to a friend."
iPhone XS,"It's an iPhone. It's going to have amazing build quality, an amazing screen, Apple quality iOS, tons of features and a top quality camera. It's amazing! It is almost identical to the iPhone X of 2017, but there are a few very subtle differences. The main difference in this years model, the XS has the new A12 processor that does some insane processing that is basically what a desktop computer could do a few years back (and then some)... but this is in a phone. Pretty crazy!

These phones are also pretty expensive. If this phone wasn't going to be covered by my job, I wouldn't have gotten one. I'd rather spend my money on a full size laptop. But it is what it is. An Apple product. So... good job Apple.

 I would recommend this to a friend"
iPhone XS,"I held on to my iPhone 6s as long as I could but the battery life was beginning to fade quickly so I finally decided to upgrade to the Xs. This phone is so fun and easy to use! I thought not having a home button would make it harder to control but everything is very smooth and easily accessible. The facial recognition is great and very smart, the camera is clear and takes great pictures, and the speaker has nice volume and great quality sound. The phone is also more durable than any other phone I’ve had and I finally feel comfortable using a light case with no screen protector instead of an otter box. I also love how long the battery lasts! I can use my phone all day long and still have about 30-40% at the end of the day.

 I would recommend this to a friend"
iPhone XS,"I should have never left Apple for Samsung. After years of Android, the whole Note and S Pen thing really looses it's allure and is more of a novelty. I was quickly reminded how well Apple streamlines all the aspects of the phone, apps, contacts, settings, email, etc. I can go on. The battery life is great. I left the house at 4am yesterday, came back at 6pm, still had 36% left. The glass backing feels sturdy, and the processor is really fast, especially noticeable on my Arlo app, which lagged on my Note 8.

 I would recommend this to a friend"
iPhone XS,"Great upgraded iPhone! Much impressed with the battery life. It far exceeds previous models and with multiple apps open, I can get through the day without charging.

 I would recommend this to a friend"
iPhone XS,"So far iPhone XS has been good. Definitely different getting use to the way the phone works. But seems to be great ! 

Also little hesitant on scanning my face. Lol

 I would recommend this to a friend"
iPhone XS,"I upgraded from an iPhone 6 Plus, so this was a huge step up! I didn’t see the need to get the Max with the larger full screen on the Xs. Apple doesn’t disappoint!

 I would recommend this to a friend"
iPhone XS,"the iphone 10xs is awesome and replaced my iphone 6s plus which was still in great shape just battery getting weak. the pictures on this phone are incredible.

 I would recommend this to a friend"
iPhone XS,"I was afraid the new phone would feel too big but it’s perfect for a woman’s hand. 
It was super easy to figure out the new technology. I don’t even miss the home button!

 I would recommend this to a friend"
iPhone XS,"I love this new iPhone and have no complaints about it at at this time. The camera is especially awesome. Best Buy also provided excellent service during the purchase process.

 I would recommend this to a friend"
iPhone XS,"Although there is not much difference between the X and XS performance wise, their are some new tricks and security measures in place that make this phone the best there is out there.

 I would recommend this to a friend"
iPhone XS,"It was time to upgrade my iPhone 5 and very happy I waited. Love the screen size and camera quality. Took a while to get used to not having home button but eventually you do.

 I would recommend this to a friend"
iPhone XS,"Haven’t used all the features on this phone yet but it seems to process quicker than old phone. Battery life has been better than old phone. I’ve only charged it 3 times in the past week.

 I would recommend this to a friend"
iPhone XS,"I love the big screen - quickly got used to not having a home button & love, love the camera upgrade from my prior Iphone 6s. Battery life is also great - back to charging every other day.

 I would recommend this to a friend"
iPhone XS,"I love this phone! I moved from the iPhone 6 to the XS and couldn't be happier. The new interface and facial recognition are easy to use and work flawlessly. For me it is the perfect choice,

 I would recommend this to a friend"
iPhone XS,"I had the 8plus for a year and did not like the size of it. So, when I was able to upgrade to the XS, I did. It takes adjusting too, but overall, it has been great. I haven't had any issues.

 I would recommend this to a friend"
iPhone XS,"I got this phone late Oct. and I've absolutely enjoyed everything about it. The camera is awesome and quality is great. Battery could be a little better, but other than that great phone.

 I would recommend this to a friend"
iPhone XS,"I love the camera on this phone. Learning curve for this phone from my older version was not as difficult as I anticipated. The store staff were very helpful in going over different phone options.

 I would recommend this to a friend"
iPhone XS,"I updated from an iPhone 7plus to the iPhone Xs. The facial recognition is great - very fast!! This phone is an amazing upgrade from the 7plus! Great camera!! If you are ready to upgrade, this is the phone!!!

 I would recommend this to a friend"
iPhone XS,"now i get my huge screen without having a phone too big for my pockets or hands. though a pop socket is highly recommended the phone fits well in hand and is lightening fast, just waiting for 5g in the bay area

 I would recommend this to a friend"
iPhone XS,"I previously had the 6S and was in need of an upgrade. Really liking this phone so far. The updated tech makes for a quick and smooth experience running and switching between apps. I’m also liking the FaceID. Would recommend!

 I would recommend this to a friend"
iPhone XS,"I skipped a couple of the newer iPhone versions as the upgrade just wasn’t enough to justify the price. This model is certainly quite expensive for a phone but I do like it. Beautiful display, nice camera, nice interface, no more home button.

 I would recommend this to a friend"
iPhone XS,"The Apple XS iPhone was a change from the Apple iPhone 6X. After a few days I adapted to the phone without the home button. The apple phone is very easy to use and works great. I have the phone for about four weeks and I would recommend it to anyone.

 I would recommend this to a friend"
iPhone XS,"Sleek, stylish, and fast! the camera is amazing and the screen immerses you into being lost with any app you use. social medias are refreshingly fun and games along with emails and txting have a new feel and are exciting. love the phone but get a case ASAP!

 I would recommend this to a friend"
iPhone XS,"Had the iphone x. The xs is a little faster, just enough to notice on everyday stuff. Other than that it's the same phone since I'm not much into photography, games or AR stuff. I suspect gamers etc. will see a bigger jump in performance with the new neural engine.

 I would recommend this to a friend"
iPhone XS,"So far so good. Still miss the button at bottom of iPhone and having the touch recognition entry but it’s not terribly difficult to get into phone. I keep taking accidental screenshots of my lock screen and activating Siri due to button placement on phone though.

 I would recommend this to a friend"
iPhone XS,"I finally upgraded my iPhone 5s to a 10s. Wow! What a big difference. As expected, the iPhone is very user friendly. I love the camera. Portrait mode is awesome. With the spread sheet, power point, and word-like apps, I'm wondering why I still need a laptop.

 I would recommend this to a friend"
iPhone XS,"This is a great upgrade from my old iPhone. Love the battery length along with the screen. Still learning to get used to not having a home button but the Face ID is convient for unlocking various apps. Overall this is a great new phone and I’m enjoying learning all it can do.

 I would recommend this to a friend"
iPhone XS,"This is definitely the least exciting S release that Apple has made. Outside of some camera changes, there is really nothing better for the general user of the XS over the X. 

There's nothing wrong with the phone itself. Its a great piece of hardware. Its just not innovative.

 I would recommend this to a friend"
iPhone XS,"I traded up from an iPhone 8, very happy with this new equipment. Still learning the functions, but to date I have been totally amazed with the capabilities of this iPhone. I will consider upgrading again if and when there are any major changes to this product. Time will tell.

 I would recommend this to a friend"
iPhone XS,"This is by far the best iPhone that I've owned. It's facial recognition has exceeded my expectations and the phone is a lot quicker in responding and with loading apps. I really enjoy having the same size screen as the iPhone 7 +, in a smaller form factor.

 I would recommend this to a friend"
iPhone XS,"Had the Note 8. Had software issues and had it replaced 3 times. Decided it was time for a switch. So I went with the xs and love it. Have had it for about 3 weeks now. A smaller phone by far. Has great battery life. I get at least 18hrs and still have 10-15% left when I Go to charge it.

 I would recommend this to a friend"
iPhone XS,"Purchase iPhone X’s, upgraded from iPhone 7. Adjusting to changes, I’m appreciative of speed and enhanced features. I do wish the price was less, however I’m entrenched in Apple eco-system. The reps assisting at BestBuy were very supportive and made the transaction so smooth. Very courteous!

 I would recommend this to a friend"
iPhone XS,"I upgraded from 7s so this phone has exceeded my expectations in terms of display resolution and camera quality. I have a car that allows wireless charging so this feature is very convenient for me. On the flip side, battery life is poor. I feel like I’m constantly charging he phone which I thought I would be doing less of. Overall great phone but you will have to bear more charging sessions.

 I would recommend this to a friend"
iPhone XS,"Led screen is unreal! The screen goes all the way to the edge of the phone. Camera is awesome! Didn’t know if I would like it without the main button on the front. After about five minutes. Realized should of been this way the whole time. Only bad thing. I wouldn’t even say it’s a con. But the whole phone is glass! Very fragile! Feel like I’m holding a crystal egg! Get the Apple insurance and get a good case!

 I would recommend this to a friend"
iPhone XS,"Purchased the phone, and since it doesn't have the home key it is different to use. I really like the home key because it was easy to use. Trying to swipe the screen takes a little patience and practice. Once you get it, it works good. Picture quality is really awesome. Anytime you always upgrade to another phone there is something that is better, Otherwise happy with our purchase just wished it was not so expensive.

 I would recommend this to a friend"
iPhone XS,"The phone is great except that it either has slow or no connection. Apps constantly open to the no connection screen. I’m on Verizon and have never experienced this before. I’m putting my SIM card back in my pixel 2. I thought I was paying for 40 percent better connection speeds, instead this is by far the slowest connection on any phone I’ve used in years. Other than waiting a minute for websites to download, hello 2009, it’s a beautiful piece of tech.

 No, I would not recommend this to a friend"
iPhone XS,"I always loved Apple for its clean and slick looks. Upgrading from the iPhone 7 Plus to this phone was a great move for me. The specs overall are better and what really made me switch was the Dual SIM. Traveling a lot and now being able to use one phone and add in an EU sim will really make everything more convenient. I’m still getting used to the no home button and facial recognition, but overall I’m happy with the upgrade.

 I would recommend this to a friend"
iPhone XS,"My only regret would be that I did not get the XS Max (I couldn’t justify the extra $100). While the screen of the XS is bigger than that of a Plus, the screen is actually just longer and narrower, therefore when playing certain apps in landscape mode, the screen is even smaller than the Plus because there is a black border on the bottom of the screen to show the swipe up to home gesture. Other than that, the camera is great and the gestures make me not miss the home button at all.

 I would recommend this to a friend"
iPhone XS,"Previous phone was a 6S so loving that the XS is so much faster! The only thing I don’t like is face recognition. The thumbprint worked so much better. Face recognition is about 50% at best. I’ve deleted and added my face multiple times but nothing seems to improve its efficacy. I’ve had to change my passwords on bank and credit cards multiple times due to too many attempts to sign on - super frustrating!! I wish they would bring back the thumbprint !

 I would recommend this to a friend"
iPhone XS,"I have used iPhone 5s and 6. This new Xs is simply amazing. I wanted a larger screen , but not a lager phone. This one is perfect. The entire front is screen, but it’s the same size as my 6. The new iOS 12 is an outstanding operating system as well. The new cameras on this phone are light years ahead of the competition. I love the convinience of Apple tech keeping my iPads and iMac computers up to date. I highly recommend this new phone. The price is well worth it.

 I would recommend this to a friend"
iPhone XS,"I purchased the Apple iPhone XS for my daughter to replace her iPhone 5. She and her husband have invested themselves in Apple products. I personally do not like Apple because of thier proprietary systems and lack of interoperability with android or Microsoft products. I also believe that Apple charges way too much for their proprietary products. However, as far as the iPhone XS goes, it is a really nice smartphone, like most all Apple products are. My daughter likes her new iPhone XS and its interoperability with all of her and her husband's Apple products.

 I would recommend this to a friend"
iPhone XS,Awesome camera! This product is perfect!
iPhone XS,"I went from an iPhone 6s to the new XS and wow what a difference. Went in store for the upgrade, everything went smooth. Had the phone 2 weeks and no complaints

 I would recommend this to a friend"
iPhone XS,"I had a learning curve since I am use to a Samsung but so far I like it except for some of the apps are different or apple charges for what is free on androids

 I would recommend this to a friend"
iPhone XS,"AMAZING new phone. Like the facial recognition. It works really well. Haven't really used the camera yet but looking forward to seeing the quality of pictures.

 I would recommend this to a friend"
iPhone XS,"I upgraded from iPhone 7 and the difference is notable. Large screen (but not as large as the Max version, which is very bulky). Very quick response.

 I would recommend this to a friend"
iPhone XS,"I upgraded from the IPhone 8 and I love it! Def would not recommend upgrading from the X, but upgrading from any other iphone is totally worth it if it’s an option.

 I would recommend this to a friend"
iPhone XS,"I switched from Android because of the camera. It really lives up to its hype. That said, the phone is still an Apple product, complete with all Apple annoyances.

 I would recommend this to a friend"
iPhone XS,"I love the larger screen! Took some time to get used to not having a home button but it is now user friendly! Love the photo quality and new apps!

 I would recommend this to a friend"
iPhone XS,"There isn’t words to describe how awesome the camera is on the new iPhone! I switched from the iPhone 7 and it’s a huge difference definitely worth the price!

 I would recommend this to a friend"
iPhone XS,"Don’t bother. Waste of money. More frustrating to use than the last version. No real new features.

 No, I would not recommend this to a friend"
iPhone XS,"Seems like everytime apple comes out with a new phone the older one slows down working

 No, I would not recommend this to a friend"
iPhone XS,"Much heavier then the iPhone 6s, 7 and 8. Not liking the all glass back as well.

 No, I would not recommend this to a friend"
iPhone XS,"Nice display and speed. Some issues with calls and Bluetooth connecting in the car.

 I would recommend this to a friend"
iPhone XS,"After using iPhone for more than 4 years.. I actually don't feel any difference , becaiuse I transferred everythimg from my old phone and it's the same UI. But the new features are there and the camera is good and it's so smooth to use.. battery is good too.. consistent 6+ screen on time hours for every 100%.. I love it.. though there are so many android phones with other features.. I find this long lasting and durable.. I would like to recommend this to a friend."
iPhone XS,"Best phone ever owned.Phone is incredible, the camera is out of this world"
iPhone XS,Good
iPhone XS,Expensive but great
iPhone XS,Perfect phone for my purposes.Love the bigger screen and better camera. Longer battery
iPhone XS,Awesome phone
iPhone XS,my daughter loves the phone and easy to use.
iPhone XS,Awesome phone
iPhone XS,Awesome.Worth the money the camera is great. Must faster than my 6s
iPhone XS,"Awesome upgrade!This phone has so many great upgrades, awesome product!

 I would recommend this to a friend"
iPhone XS,iPhone is great!This iPhone is extremely useful and had great features!
iPhone XS,Best phone out there.I upgraded from an iPhone 6 and I cannot be more happier.
iPhone XS,Amazing.Best iPhone to date and love the color on this one
iPhone XS,Very pretty .This phone was bought for my daughter. She loves it.
iPhone XS,Another solid phone.Works great. Has a lot better camera than the iPhone 8
iPhone XS,Beautiful Pictures.So far great. I am amazed at the quality of the photos.
iPhone XS,Great phone.The best Apple phone so far.My son enjoyes this phone.
iPhone XS,"Beauty and Brawns (specs)....It looks great, feels great, and works incredibly fast!"
iPhone XS,Best Iphone Yet.I upgraded from a 5c to this phone and do not regret it.
iPhone XS,Love the X.Love my new iPhone X and all it's great features!!
iPhone XS,Super phone.Great for the tech minded I phone lover always fun.
iPhone XS,FAST and Beaufiful.Fastest iPhone yet and has a gorgeous casing/screen.
iPhone XS,"Great phone overall.Camera, OS, Oled screen, perfect size, Retina display"
iPhone XS,Great service.Helped me find everything I needed fast. Great service
iPhone XS,Awesome.Same small phone but concern of screen size. Great.
iPhone XS,Great.Its very great to use and i love to buy another one
iPhone XS,Love the phone.Face recognition is spectacular! The new camera is great as well.
iPhone XS,"iPhone Xs.Great camera, screen demonstrates vibrant colors, and easy to use."
iPhone XS,Great display.I like the LED screen and face lock and camera and wireless charging
iPhone XS,Works well.Apple iPhone has always treated me well. Nothing different.
iPhone XS,Love it.The camera is like nothing I've seen before. Best iPhone yet.
iPhone XS,Love the iPhone XS.Finally upgraded from the iPhone 6 and this is has best pics.
iPhone XS,An awesome phone.This is my third iPhone. Best Apple product ever. Love it.
iPhone XS,It’s Apple what do you exprct.Camera is really cool...just what I wanted. Glad I upgraded.
iPhone XS,Love it!!What's not to love about the new iPhone?! Love Face ID the most.
iPhone XS,Worth the upgrade.I went from a iPhone 7 to the XS and it was def worth the money.
iPhone XS,I think it’s too expensive but that’s the brand my son likes
iPhone XS,Best iPhone.I’ve always used apple products ~ by far the best phone yet!!
iPhone XS,Great iPhone upgrade.Great upgrade to newest iPhone. Would purchase again.
iPhone XS,Great upgrade to newest iPhone.Great upgrade to newest iPhone. Would purchase again.
iPhone XS,Easy.Easy to use and fits perfect in my purse. Good pictures.
iPhone XS,Great Phone.Love the wireless charging function. The screen is nice
iPhone XS,Love it!Love the screen and be features. Worth the purchase to upgrade.
iPhone XS,Another great Apple product.Our son loves this phone. He especially loves the camera!
iPhone XS Max,"Large Screen, Not for Single-Hand Use"
iPhone XS Max,"Happy Happy Joy Joy.I was mostly content with my iPhone X but always wished it was a little bigger. The XS Max fits the bill. Biggest iPhone screen ever but in the same body size virtually as the Plus models is exactly what I wanted. Excellent display. Face ID , which worked perfectly for me already appears to be faster and more accurate ( I didn’t have issues often with Face ID not working like some people say they have though so it’s just a perk of an upgrade versus an issue being fixed). Gold color is gorgeous. iOS 12 is great. 

Only negative I have come across is that the XS/XS MAX does not work with my Belkin stand charger. It constantly cycles as if it isn’t staying plugged in. Researched and found out that it is listed as not compatible. Not sure if Belkin will be able to address the issue or if it’s now just an accessory I can no longer use. Oh and for those that still need it you won’t get the headphone adapter included in the XS/XS Max package. You will have to purchase one if you need it."
iPhone XS Max,"A joy to use, reliable, fast, great screen."
iPhone XS Max,Best Bestbuy Purchase ever
iPhone XS Max,"finally.I love my xs max stupid name but I love the phone they apple finally made a ""plus"" phone and coming from the regular iPhone x its a nice upgrade if you have huge hands like myself battery life is hit and miss and unlike some people I haven't had any connection issues if your an iPhone person that wants a huge screen this is the phone for you and I came from a Galaxy Note 9 and its a great for if your an android person that said I have nothing bad to say about it I switched over because of my job .

Pros
6.5 Screen with the same size as iPhone 8 plus
LOUDSPEAKERS
new color 
Waterproofing is IP68 

CONS
Big screen might be overwhelming 
battery life as I mention is hit and miss"
