iPhone Model,Reviews
iPhone 8,doesn't not work. first of all the phone itself looks weird. I'm not sure if it locked or no but it did not work with Verizon
iPhone 8,"This phone is incredibly overpriced. The only reason I purchased it is because it was a gift for a dear friend who had a 5 year old I phone 5 and although these phones tend to give you four years of good usage and be relatively high quality, the price is absolutely ridiculous and id never buy one myself. Id give it two stars if they didnt last as long as they tend to, but id rather keep buying my 100 dollar unlocked Android smartphones from walmart every four years and save myself a ton cash."
iPhone 8,"Died after a month, no support from Apple.After a month of use, it bricked itself overnight. Wouldn't take a charge, wouldn't respond to any input, wouldn't respond to the side button or the hard reset combo. As if that wasn't bad enough, I tried to make an appointment at the local Apple store to get it looked at, they had a TEN DAY wait.

Lesson learned: Don't buy an Apple phone if you want any level of support from the manufacturer."
iPhone 8,"Go for it... It's an apple. Apple the brand name itself reassures u that the product will be worthy of every penny u spend... I am not an applE user yet I have seen alot of my frnds who use apple ... 4 , 5 ,6 ,7 ,8... All of then are proud of owning one , not only proud but also happy to be using one. The performance apple pack is every time 5 years ahead of its competitors . I being an Android user ,  is without doubt unhappy. I find apple the best over any of its leading competitors . They may boast of more gbs, MPs , but u can just simply say it's not an APPLE.  4s can do better than many of the android phones............ If u have the bucks go for apple. Nothing else.... Even it's resale value is great that u can upgrade to the newest apple the next yeaR without much trouble if u r a tech savvy...

Simply go for it.....

Waiting for the day , when I will also buy one.....

Ya maybe A 13s ... "
iPhone 8,"Same Old..same old! Really Apple?! I checked it out and played with it. There is nothing at all â€œdifferentâ€ about this iPhone then an iPhone 4...from what...2009?
How is this innovation? I donâ€™t understand it. I have owned iPhones, windows phones, and android phones over my life. Android and YEAH WINDOWS phones have MADE HUGE improvements...what the F has Apple done? Iâ€™m over Apple and theyâ€™re over hyped nonsense phones! Google or windows now! The pixel 2 ...Samsung...and Windows lumia 950 or Hp Elite X3...ALL DESTROY this iphone!
Apples software is outdated...ugly...boring...and behind the times now! Apple needs a complete makeover...and an actual new â€œTHINGâ€...believe me...â€one last thingâ€...it is NOT!!!"
iPhone 8,Total Garbage. Horrible product right out of the box. Going back to Samsung
iPhone 8,Great Quality Product. Thank You! 
iPhone 8,Perfect!
iPhone 8,"Nothing but problems. Nothing but trouble. Now got so hot, it burned my hand. Had insurance . Getting new one"
iPhone 8,Everything was Perfect and as described.
iPhone 8,"Good Purchase.Good product, very clean and like new. I have been using the phone for weeks and it doesnâ€™t have any issues. I am happy with the phone and would recommend the seller"
iPhone 8,Great
iPhone 8,This phone is the best I've ever had and the price is the reason I bought it. Very happy
iPhone 8,"Perfect condition, super fast delivery.
I am very satisfied with this iphone. I could barely tell any sign of usage, and it's indeed unlocked. Also many thanks to Just N Case for the amazingly fast delivery :)"
iPhone 8,"Not happy.
The phone was network locked and not as advertised apart from that it was perfect"
iPhone 8,Light Weight and durable
