iPhone Model	Reviews
iPhone XS	"Purchased the phone, and since it doesn't have the home key it is different to use. I really like the home key because it was easy to use. Trying to swipe the screen takes a little patience and practice. Once you get it, it works good. Picture quality is really awesome. Anytime you always upgrade to another phone there is something that is better, Otherwise happy with our purchase just wished it was not so expensive.

 I would recommend this to a friend"
iPhone XS	"The phone is great except that it either has slow or no connection. Apps constantly open to the no connection screen. I’m on Verizon and have never experienced this before. I’m putting my SIM card back in my pixel 2. I thought I was paying for 40 percent better connection speeds, instead this is by far the slowest connection on any phone I’ve used in years. Other than waiting a minute for websites to download, hello 2009, it’s a beautiful piece of tech.

 No, I would not recommend this to a friend"
iPhone XS	"I always loved Apple for its clean and slick looks. Upgrading from the iPhone 7 Plus to this phone was a great move for me. The specs overall are better and what really made me switch was the Dual SIM. Traveling a lot and now being able to use one phone and add in an EU sim will really make everything more convenient. I’m still getting used to the no home button and facial recognition, but overall I’m happy with the upgrade.

 I would recommend this to a friend"
iPhone XS	"My only regret would be that I did not get the XS Max (I couldn’t justify the extra $100). While the screen of the XS is bigger than that of a Plus, the screen is actually just longer and narrower, therefore when playing certain apps in landscape mode, the screen is even smaller than the Plus because there is a black border on the bottom of the screen to show the swipe up to home gesture. Other than that, the camera is great and the gestures make me not miss the home button at all.

 I would recommend this to a friend"
iPhone XS	"Previous phone was a 6S so loving that the XS is so much faster! The only thing I don’t like is face recognition. The thumbprint worked so much better. Face recognition is about 50% at best. I’ve deleted and added my face multiple times but nothing seems to improve its efficacy. I’ve had to change my passwords on bank and credit cards multiple times due to too many attempts to sign on - super frustrating!! I wish they would bring back the thumbprint !

 I would recommend this to a friend"
iPhone XS	"I have used iPhone 5s and 6. This new Xs is simply amazing. I wanted a larger screen , but not a lager phone. This one is perfect. The entire front is screen, but it’s the same size as my 6. The new iOS 12 is an outstanding operating system as well. The new cameras on this phone are light years ahead of the competition. I love the convinience of Apple tech keeping my iPads and iMac computers up to date. I highly recommend this new phone. The price is well worth it.

 I would recommend this to a friend"
iPhone XS	"I purchased the Apple iPhone XS for my daughter to replace her iPhone 5. She and her husband have invested themselves in Apple products. I personally do not like Apple because of thier proprietary systems and lack of interoperability with android or Microsoft products. I also believe that Apple charges way too much for their proprietary products. However, as far as the iPhone XS goes, it is a really nice smartphone, like most all Apple products are. My daughter likes her new iPhone XS and its interoperability with all of her and her husband's Apple products.

 I would recommend this to a friend"
iPhone XS	Awesome camera! This product is perfect!
iPhone XS	"I went from an iPhone 6s to the new XS and wow what a difference. Went in store for the upgrade, everything went smooth. Had the phone 2 weeks and no complaints

 I would recommend this to a friend"
iPhone XS	"I had a learning curve since I am use to a Samsung but so far I like it except for some of the apps are different or apple charges for what is free on androids

 I would recommend this to a friend"
iPhone XS	"AMAZING new phone. Like the facial recognition. It works really well. Haven't really used the camera yet but looking forward to seeing the quality of pictures.

 I would recommend this to a friend"
iPhone XS	"I upgraded from iPhone 7 and the difference is notable. Large screen (but not as large as the Max version, which is very bulky). Very quick response.

 I would recommend this to a friend"
iPhone XS	"I upgraded from the IPhone 8 and I love it! Def would not recommend upgrading from the X, but upgrading from any other iphone is totally worth it if it’s an option.

 I would recommend this to a friend"
iPhone XS	"I switched from Android because of the camera. It really lives up to its hype. That said, the phone is still an Apple product, complete with all Apple annoyances.

 I would recommend this to a friend"
iPhone XS	"I love the larger screen! Took some time to get used to not having a home button but it is now user friendly! Love the photo quality and new apps!

 I would recommend this to a friend"
iPhone XS	"There isn’t words to describe how awesome the camera is on the new iPhone! I switched from the iPhone 7 and it’s a huge difference definitely worth the price!

 I would recommend this to a friend"
iPhone XS	"Don’t bother. Waste of money. More frustrating to use than the last version. No real new features.

 No, I would not recommend this to a friend"
iPhone XS	"Seems like everytime apple comes out with a new phone the older one slows down working

 No, I would not recommend this to a friend"
iPhone XS	"Much heavier then the iPhone 6s, 7 and 8. Not liking the all glass back as well.

 No, I would not recommend this to a friend"
iPhone XS	"Nice display and speed. Some issues with calls and Bluetooth connecting in the car.

 I would recommend this to a friend"
iPhone XS	"After using iPhone for more than 4 years.. I actually don't feel any difference , becaiuse I transferred everythimg from my old phone and it's the same UI. But the new features are there and the camera is good and it's so smooth to use.. battery is good too.. consistent 6+ screen on time hours for every 100%.. I love it.. though there are so many android phones with other features.. I find this long lasting and durable.. I would like to recommend this to a friend."
iPhone XS	"Best phone ever owned.Phone is incredible, the camera is out of this world"
iPhone XS	Good
iPhone XS	Expensive but great
iPhone XS	Perfect phone for my purposes.Love the bigger screen and better camera. Longer battery
iPhone XS	Awesome phone
iPhone XS	my daughter loves the phone and easy to use.
iPhone XS	Awesome phone
iPhone XS	Awesome.Worth the money the camera is great. Must faster than my 6s
iPhone XS	"Awesome upgrade!This phone has so many great upgrades, awesome product!

 I would recommend this to a friend"
iPhone XS	iPhone is great!This iPhone is extremely useful and had great features!
iPhone XS	Best phone out there.I upgraded from an iPhone 6 and I cannot be more happier.
iPhone XS	Amazing.Best iPhone to date and love the color on this one
iPhone XS	Very pretty .This phone was bought for my daughter. She loves it.
iPhone XS	Another solid phone.Works great. Has a lot better camera than the iPhone 8
iPhone XS	Beautiful Pictures.So far great. I am amazed at the quality of the photos.
iPhone XS	Great phone.The best Apple phone so far.My son enjoyes this phone.
iPhone XS	"Beauty and Brawns (specs)....It looks great, feels great, and works incredibly fast!"
iPhone XS	Best Iphone Yet.I upgraded from a 5c to this phone and do not regret it.
iPhone XS	Love the X.Love my new iPhone X and all it's great features!!
iPhone XS	Super phone.Great for the tech minded I phone lover always fun.
iPhone XS	FAST and Beaufiful.Fastest iPhone yet and has a gorgeous casing/screen.
iPhone XS	"Great phone overall.Camera, OS, Oled screen, perfect size, Retina display"
iPhone XS	Great service.Helped me find everything I needed fast. Great service
iPhone XS	Awesome.Same small phone but concern of screen size. Great.
iPhone XS	Great.Its very great to use and i love to buy another one
iPhone XS	Love the phone.Face recognition is spectacular! The new camera is great as well.
iPhone XS	"iPhone Xs.Great camera, screen demonstrates vibrant colors, and easy to use."
iPhone XS	Great display.I like the LED screen and face lock and camera and wireless charging
iPhone XS	Works well.Apple iPhone has always treated me well. Nothing different.
iPhone XS	Love it.The camera is like nothing I've seen before. Best iPhone yet.
iPhone XS	Love the iPhone XS.Finally upgraded from the iPhone 6 and this is has best pics.
iPhone XS	An awesome phone.This is my third iPhone. Best Apple product ever. Love it.
iPhone XS	It’s Apple what do you exprct.Camera is really cool...just what I wanted. Glad I upgraded.
iPhone XS	Love it!!What's not to love about the new iPhone?! Love Face ID the most.
iPhone XS	Worth the upgrade.I went from a iPhone 7 to the XS and it was def worth the money.
iPhone XS	I think it’s too expensive but that’s the brand my son likes
iPhone XS	Best iPhone.I’ve always used apple products ~ by far the best phone yet!!
iPhone XS	Great iPhone upgrade.Great upgrade to newest iPhone. Would purchase again.
iPhone XS	Great upgrade to newest iPhone.Great upgrade to newest iPhone. Would purchase again.
iPhone XS	Easy.Easy to use and fits perfect in my purse. Good pictures.
iPhone XS	Great Phone.Love the wireless charging function. The screen is nice
iPhone XS	Love it!Love the screen and be features. Worth the purchase to upgrade.
iPhone XS	Another great Apple product.Our son loves this phone. He especially loves the camera!
